X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,127-196-98,127-196-98,127-196-98,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,255-255-0,X,127-196-98,38-89-133,127-196-98,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,127-196-98,127-196-98,127-196-98,90-173-60,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,67-90-121,67-90-121,67-90-121,X,X,90-173-60,90-173-60,90-173-60,90-173-60,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,67-90-121,67-90-121,67-90-121,67-90-121,67-90-121,67-90-121,67-90-121,X,X,90-173-60,90-173-60,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,176-180-191,176-180-191,176-180-191,176-180-191,176-180-191,176-180-191,176-180-191,176-180-191,176-180-191,176-180-191,67-90-121,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,176-180-191,176-180-191,67-90-121,67-90-121,67-90-121,67-90-121,67-90-121,67-90-121,67-90-121,67-90-121,67-90-121,67-90-121,176-180-191,176-180-191,176-180-191,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,176-180-191,67-90-121,67-90-121,67-90-121,67-90-121,67-90-121,30-50-87,30-50-87,30-50-87,30-50-87,67-90-121,67-90-121,67-90-121,67-90-121,67-90-121,67-90-121,176-180-191,176-180-191,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,176-180-191,67-90-121,67-90-121,67-90-121,67-90-121,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,67-90-121,67-90-121,67-90-121,67-90-121,176-180-191,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,176-180-191,176-180-191,67-90-121,67-90-121,67-90-121,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,67-90-121,67-90-121,67-90-121,176-180-191,176-180-191,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,176-180-191,67-90-121,67-90-121,67-90-121,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,X,X,X,X,X,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,67-90-121,67-90-121,176-180-191,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,176-180-191,67-90-121,67-90-121,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,X,X,X,X,X,X,X,X,X,X,X,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,176-180-191,67-90-121,67-90-121,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,X,X,X,X,X,X,X,X,X,X,X,X,X,X,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,67-90-121,67-90-121,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,30-50-87,30-50-87,30-50-87,30-50-87,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,30-50-87,30-50-87,30-50-87,30-50-87,30-50-87,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,30-50-87,30-50-87,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,30-50-87,30-50-87,30-50-87,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
