X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,190-190-190,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,194-54-1,246-127-0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,246-127-0,194-54-1,194-54-1,246-127-0,X,X,X,X,X,X,X,246-127-0,X,X,X,X,X,X,X,X
X,X,X,X,X,X,52-63-98,190-190-190,246-127-0,246-127-0,194-54-1,246-127-0,X,X,X,X,X,X,X,246-127-0,52-63-98,X,X,X,X,X,X
X,X,X,X,X,52-63-98,190-190-190,190-190-190,190-190-190,246-127-0,246-127-0,246-127-0,246-127-0,52-63-98,X,X,X,X,52-63-98,194-54-1,246-127-0,52-63-98,X,X,X,X,X
X,X,X,X,X,X,X,190-190-190,52-63-98,194-54-1,246-127-0,246-127-0,246-127-0,246-127-0,52-63-98,190-190-19052-63-98,190-190-190,190-190-190,52-63-98,194-54-1,246-127-0,52-63-98,X,X,X,X,X
X,X,X,X,X,X,X,X,X,194-54-1,246-127-0,246-127-0,194-54-1,246-127-0,246-127-0,52-63-98,190-190-190,190-190-190,52-63-98,246-127-0,246-127-0,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,194-54-1,246-127-0,246-127-0,194-54-1,246-127-0,246-127-0,52-63-98,52-63-98,246-127-0,246-127-0,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,246-127-0,194-54-1,194-54-1,246-127-0,246-127-0,246-127-0,246-127-0,194-54-1,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,190-190-190,190-190-190,194-54-1,194-54-1,246-127-0,246-127-0,194-54-1,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,52-63-98,52-63-98,190-190-190,190-190-19052-63-98,52-63-98,52-63-98,190-190-190,X,X,X,X,X,X,X,X
X,X,X,X,190-190-190,190-190-190,X,X,X,X,X,194-54-1,246-127-0,194-54-1,52-63-98,52-63-98,190-190-190,190-190-190,52-63-98,135-27-2,X,52-63-98,X,X,X,X,X
X,X,X,X,52-63-98,52-63-98,X,X,X,X,X,246-127-0,246-127-0,194-54-1,194-54-1,246-127-0,246-127-0,246-127-0,194-54-1,135-27-2,X,52-63-98,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,194-54-1,246-127-0,194-54-1,246-127-0,246-127-0,246-127-0,194-54-1,135-27-2,194-54-1,194-54-1,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,246-127-0,246-127-0,246-127-0,246-127-0,246-127-0,194-54-1,135-27-2,194-54-1,194-54-1,194-54-1,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,246-127-0,246-127-0,246-127-0,246-127-0,246-127-0,X,135-27-2,194-54-1,194-54-1,194-54-1,135-27-2,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,246-127-0,246-127-0,246-127-0,246-127-0,246-127-0,X,X,194-54-1,194-54-1,194-54-1,194-54-1,194-54-1,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,246-127-0,246-127-0,246-127-0,246-127-0,246-127-0,X,X,X,194-54-1,194-54-1,194-54-1,194-54-1,X,X,X,X,X,X
X,X,X,X,X,X,X,246-127-0,194-54-1,194-54-1,246-127-0,246-127-0,246-127-0,X,X,X,X,135-27-2,194-54-1,194-54-1,135-27-2,X,X,X,X,X,X
X,X,X,X,X,X,X,246-127-0,194-54-1,194-54-1,194-54-1,194-54-1,194-54-1,X,X,135-27-2,X,X,135-27-2,135-27-2,135-27-2,194-54-1,X,X,X,X,X
X,X,X,X,X,X,135-27-2,246-127-0,246-127-0,194-54-1,194-54-1,135-27-2,X,X,X,135-27-2,135-27-2,X,135-27-2,135-27-2,135-27-2,194-54-1,X,X,X,X,X
X,X,X,X,X,X,194-54-1,246-127-0,246-127-0,246-127-0,194-54-1,246-127-0,X,X,X,194-54-1,194-54-1,135-27-2,X,135-27-2,194-54-1,X,X,X,X,X,X
X,X,X,X,X,X,135-27-2,194-54-1,246-127-0,246-127-0,246-127-0,135-27-2,X,X,X,X,135-27-2,194-54-1,194-54-1,194-54-1,X,X,X,X,X,X,X
X,X,X,X,X,X,X,135-27-2,135-27-2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
