X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,237-162-118,237-162-118,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,237-162-118,249-222-179,249-222-179,237-162-118,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,237-162-118,X,X,X,249-222-179,249-222-179,249-222-179,249-222-179,237-162-118,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,237-162-118,X,X,X,237-162-118,249-222-179,249-222-179,249-222-179,249-222-179,237-162-118,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,237-162-118,X,237-162-118,X,X,X,X,249-222-179,237-162-118,249-222-179,249-222-179,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,237-162-118,183-114-70,237-162-118,X,X,X,X,X,237-162-118,183-114-70,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,183-114-70,183-114-70,237-162-118,237-162-118,237-162-118,249-222-179,249-222-179,249-222-179,249-222-179,183-114-70,249-222-179,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,237-162-118,237-162-118,237-162-118,249-222-179,249-222-179,249-222-179,249-222-179,249-222-179,237-162-118,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,183-114-70,237-162-118,237-162-118,249-222-179,249-222-179,249-222-179,183-114-70,249-222-179,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,237-162-118,183-114-70,183-114-70,237-162-118,249-222-179,249-222-179,249-222-179,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,237-162-118,237-162-118,183-114-70,183-114-70,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,183-114-70,237-162-118,237-162-118,237-162-118,X,237-162-118,183-114-70,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,183-114-70,237-162-118,237-162-118,237-162-118,183-114-70,237-162-118,183-114-70,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,237-162-118,237-162-118,183-114-70,237-162-118,X,X,X,X,X,X,X,X,X
X,X,X,X,X,183-114-70,237-162-118,X,X,X,X,X,X,X,X,XX,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,249-222-179,249-222-179,237-162-118,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,183-114-70,249-222-179,249-222-179,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,183-114-70,237-162-118,237-162-118,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,249-222-179,237-162-118,X,X,X,X,X,X,X,X,X,X,X,X,X,X,183-114-70,X,X,X,X,X,X
X,X,X,X,249-222-179,249-222-179,X,X,X,X,X,X,X,X,X,XX,X,X,X,X,183-114-70,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,237-162-118,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,249-222-179,249-222-179,183-114-70,183-114-70,X,X,X,X,X,X,X,X,X,X,X,X,183-114-70,249-222-179,X,X,X,X
X,X,X,X,X,249-222-179,249-222-179,183-114-70,183-114-70,X,X,X,X,X,X,X,X,X,X,X,X,X,249-222-179,X,X,X,X
X,X,X,X,X,237-162-118,237-162-118,249-222-179,X,X,X,X,X,X,X,X,X,X,X,X,X,X,249-222-179,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
