X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,214-141-105,255-195-156,255-195-156,255-195-156,255-195-156,X,X,214-141-105,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,214-141-105,X,X,214-141-105,255-195-156,214-141-105,255-195-156,255-195-156,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,214-141-105,X,58-101-142,X,168-78-48,214-141-105,255-195-156,214-141-105,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,58-101-142,255-195-156,255-195-156,255-195-156,168-78-48,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,214-141-105,255-195-156,255-195-156,255-195-156,255-195-156,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,255-195-156,255-195-156,255-195-156,255-195-156,214-141-105,X,74-76-91,210-229-226,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,214-141-105,255-195-156,255-195-156,214-141-105,X,74-76-91,74-76-91,210-229-226,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,255-195-156,X,X,214-141-105,X,X,X,X,X,X,210-229-226,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,255-195-156,74-76-91,214-141-105,214-141-105,214-141-105,143-87-56,214-141-105,30-41-49,X,210-229-226,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,30-41-49,74-76-91,74-76-91,X,X,255-195-156,210-229-226,74-76-91,214-141-105,214-141-105,214-141-105,143-87-56,214-141-105,210-229-226,X,30-41-49,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,210-229-226,X,210-229-226,74-76-91,74-76-91,74-76-91,X,210-229-226,74-76-91,74-76-91,74-76-91,30-41-49,30-41-49,143-87-56,X,210-229-226,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,74-76-91,74-76-91,74-76-91,30-41-49,74-76-91,74-76-91,74-76-91,X,74-76-91,74-76-91,74-76-91,143-87-56,143-87-56,74-76-91,234-159-64,30-41-49,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,210-229-226,X,210-229-226,X,X,X,234-159-64,74-76-91,74-76-91,143-87-56,143-87-56,30-41-49,30-41-49,30-41-49,74-76-91,234-159-64,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,74-76-91,74-76-91,74-76-91,X,X,74-76-91,74-76-91,30-41-49,143-87-56,143-87-56,210-229-226,74-76-91,74-76-91,74-76-91,210-229-226,74-76-91,X,X,X,X,X,X,X,X,X,X,X
