x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,255-248-225,x,x,x,x,x,x,x,x,x,x,x
