x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,0-0-0,0-0-1,0-0-2,0-0-3,0-0-4,0-0-5,0-0-6,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,0-0-0,0-0-0,x,x,x,x,x,x,x,0-0-0,0-0-0,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,0-0-0,0-0-0,x,x,x,x,x,x,x,x,x,x,x,0-0-0,0-0-0,x,x,x,x,x,x,x,x
x,x,x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0-0-0,0-0-0,x,x,x,x,x,x,x
x,x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x,x
x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x
x,x,x,0-0-0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x
x,x,0-0-0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x
x,x,0-0-0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x
x,0-0-0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x
x,0-0-0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x
x,0-0-0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x
x,0-0-0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x
x,0-0-0,x,x,x,x,x,x,x,x,x,x,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,x,x,x,x,x,x,x,x,0-0-0,x,x,x
x,x,0-0-0,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x,x,0-0-0,x,x,x,x,x,x,0-0-0,x,x,x,x
x,x,0-0-0,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x,0-0-0,x,x,x,x
x,x,x,0-0-0,x,x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,0-0-0,x,x,x,x,x
x,x,x,x,0-0-0,x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,0-0-0,x,x,x,x,x,x
x,x,x,x,x,0-0-0,0-0-0,x,0-0-0,x,x,x,x,x,x,x,x,x,x,x,0-0-0,0-0-0,0-0-0,x,x,x,x,x,x,x
x,x,x,x,x,x,x,0-0-0,0-0-0,x,x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,0-0-0,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,0-0-0,x,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,0-0-0,x,0-0-0,x,x,0-0-0,x,x,x,0-0-0,x,0-0-0,x,x,x,x,x,x,x,x,x,x
